6026	61	020	796	002001	020-1	00101	Qtr1	2014	1	1	STARS		
6026	61	020	796	002004	020-6	00601	Qtr1	2014	6	6	Biology		
6026	61	020	796	002003	020-9	00901	Qtr1	2014	5	5	Eng Lang 		
6026	61	020	796	002002	020-37	03701	Qtr1	2014	3	3	Geometry		
6026	61	020	796	002008	020-62	06201	Qtr1	2014	2	2	US History		
6026	61	020	796	002001	020-77	07702	Qtr1	2014	4	4	Health		
6026	61	020	528	002001	020-1	00101	Qtr1	2014	1	1	STARS		
6026	61	020	528	002001	020-4	00401	Qtr1	2014	2	2	Fine Arts		
6026	61	020	528	002001	020-12	01201	Qtr1	2014	3	3	Eng Lang Arts 12		
6026	61	020	528	002005	020-67	06701	Qtr1	2014	4	4	U.S. Government		
6026	61	020	528	002008	020-100	10001	Qtr1	2014	5	5	Personal Finance		
6026	61	020	629	002003	020-1	00103	Qtr1	2014	1	1	STARS		
6026	61	020	629	002004	020-6	00601	Qtr1	2014	6	6	Biology		
6026	61	020	629	002003	020-9	00901	Qtr1	2014	5	5	Eng Lang 		
6026	61	020	629	002002	020-37	03701	Qtr1	2014	3	3	Geometry		
6026	61	020	629	002008	020-62	06201	Qtr1	2014	2	2	US History		
6026	61	020	629	002001	020-77	07702	Qtr1	2014	4	4	Health		
6026	61	020	384	002001	020-1	00101	Qtr1	2014	1	1	STARS		
6026	61	020	384	002003	020-9	00901	Qtr1	2014	5	5	Eng Lang 		
6026	61	020	384	002003	020-74	07401	Qtr1	2014	3	3	Social		
6026	61	020	384	002001	020-77	07702	Qtr1	2014	4	4	Health		
6026	61	020	384	002003	020-90	09001	Qtr1	2014	6	6	Physical Scienc		
6026	61	020	384	002003	020-512	51201	Qtr1	2014	2	2	Math		
6026	61	020	395	002002	020-1	00102	Qtr1	2014	1	1	STARS		
6026	61	020	395	002001	020-4	00402	Qtr1	2014	6	6	Fine Arts		
6026	61	020	395	002001	020-11	01101	Qtr1	2014	4	4	Eng Lang Art 11		
6026	61	020	395	002002	020-31	03101	Qtr1	2014	2	2	Algebra II		
6026	61	020	395	002008	020-56	05601	Qtr1	2014	3	3	World History		
6026	61	020	395	002004	020-97	09702	Qtr1	2014	5	5	Chemistry		
6026	61	020	815	002002	020-1	00102	Qtr1	2014	1	1	STARS		
6026	61	020	815	002001	020-4	00402	Qtr1	2014	6	6	Fine Arts		
6026	61	020	815	002001	020-11	01101	Qtr1	2014	4	4	Eng Lang Art 11		
6026	61	020	815	002002	020-31	03101	Qtr1	2014	2	2	Algebra II		
6026	61	020	815	002008	020-56	05601	Qtr1	2014	3	3	World History		
6026	61	020	815	002004	020-97	09702	Qtr1	2014	5	5	Chemistry		
6026	61	020	84	002002	020-1	00102	Qtr1	2014	1	1	STARS		
6026	61	020	84	002001	020-4	00402	Qtr1	2014	6	6	Fine Arts		
6026	61	020	84	002001	020-11	01101	Qtr1	2014	4	4	Eng Lang Art 11		
6026	61	020	84	002002	020-31	03101	Qtr1	2014	2	2	Algebra II		
6026	61	020	84	002008	020-56	05601	Qtr1	2014	3	3	World History		
6026	61	020	84	002004	020-97	09702	Qtr1	2014	5	5	Chemistry		
6026	61	020	412	002002	020-1	00102	Qtr1	2014	1	1	STARS		
6026	61	020	412	002004	020-6	00601	Qtr1	2014	6	6	Biology		
6026	61	020	412	002003	020-9	00901	Qtr1	2014	5	5	Eng Lang 		
6026	61	020	412	002002	020-37	03701	Qtr1	2014	3	3	Geometry		
6026	61	020	412	002008	020-62	06201	Qtr1	2014	2	2	US History		
6026	61	020	412	002001	020-77	07702	Qtr1	2014	4	4	Health		
6026	61	020	669	002003	020-1	00103	Qtr1	2014	1	1	STARS		
6026	61	020	669	002001	020-4	00402	Qtr1	2014	6	6	Fine Arts		
6026	61	020	669	002001	020-11	01101	Qtr1	2014	4	4	Eng Lang Art 11		
6026	61	020	669	002002	020-31	03101	Qtr1	2014	2	2	Algebra II		
6026	61	020	669	002008	020-56	05601	Qtr1	2014	3	3	World History		
6026	61	020	669	002004	020-97	09702	Qtr1	2014	5	5	Chemistry		
6026	61	020	286	002002	020-1	00102	Qtr1	2014	1	1	STARS		
6026	61	020	286	002001	020-4	00401	Qtr1	2014	2	2	Fine Arts		
6026	61	020	286	002001	020-12	01201	Qtr1	2014	3	3	Eng Lang Arts 12		
6026	61	020	286	002005	020-67	06701	Qtr1	2014	4	4	U.S. Government		
6026	61	020	286	002008	020-100	10001	Qtr1	2014	5	5	Personal Finance		
6026	61	020	1022	002004	020-6	00601	Qtr1	2014	6	6	Biology		
6026	61	020	1022	002003	020-9	00901	Qtr1	2014	5	5	Eng Lang 		
6026	61	020	1022	002002	020-37	03701	Qtr1	2014	3	3	Geometry		
6026	61	020	1022	002001	020-77	07702	Qtr1	2014	4	4	Health		
6026	61	020	1591	002002	020-1	00102	Qtr1	2014	1	1	STARS		
6026	61	020	1591	002003	020-9	00901	Qtr1	2014	5	5	Eng Lang 		
6026	61	020	1591	002003	020-74	07401	Qtr1	2014	3	3	Social		
6026	61	020	1591	002001	020-77	07702	Qtr1	2014	4	4	Health		
6026	61	020	1591	002003	020-90	09001	Qtr1	2014	6	6	Physical Scienc		
6026	61	020	1591	002003	020-512	51201	Qtr1	2014	2	2	Math		
6026	61	020	1082	002003	020-1	00103	Qtr1	2014	1	1	STARS		
6026	61	020	1082	002001	020-4	00401	Qtr1	2014	2	2	Fine Arts		
6026	61	020	1082	002001	020-12	01201	Qtr1	2014	3	3	Eng Lang Arts 12		
6026	61	020	1082	002005	020-67	06701	Qtr1	2014	4	4	U.S. Government		
6026	61	020	1082	002008	020-100	10001	Qtr1	2014	5	5	Personal Finance		
6026	61	020	439	002001	020-1	00101	Qtr1	2014	1	1	STARS		
6026	61	020	439	002001	020-4	00402	Qtr1	2014	6	6	Fine Arts		
6026	61	020	439	002001	020-11	01101	Qtr1	2014	4	4	Eng Lang Art 11		
6026	61	020	439	002002	020-31	03101	Qtr1	2014	2	2	Algebra II		
6026	61	020	439	002008	020-56	05601	Qtr1	2014	3	3	World History		
6026	61	020	439	002004	020-97	09702	Qtr1	2014	5	5	Chemistry		
6026	61	020	137	002001	020-1	00101	Qtr1	2014	1	1	STARS		
6026	61	020	137	002004	020-6	00601	Qtr1	2014	6	6	Biology		
6026	61	020	137	002003	020-9	00901	Qtr1	2014	5	5	Eng Lang 		
6026	61	020	137	002002	020-37	03701	Qtr1	2014	3	3	Geometry		
6026	61	020	137	002008	020-62	06201	Qtr1	2014	2	2	US History		
6026	61	020	137	002001	020-77	07702	Qtr1	2014	4	4	Health		
6026	61	020	1058	002003	020-1	00103	Qtr1	2014	1	1	STARS		
6026	61	020	1058	002001	020-4	00402	Qtr1	2014	6	6	Fine Arts		
6026	61	020	1058	002001	020-11	01101	Qtr1	2014	4	4	Eng Lang Art 11		
6026	61	020	1058	002002	020-31	03101	Qtr1	2014	2	2	Algebra II		
6026	61	020	1058	002008	020-56	05601	Qtr1	2014	3	3	World History		
6026	61	020	1058	002004	020-97	09702	Qtr1	2014	5	5	Chemistry		
6026	61	020	192	002001	020-1	00101	Qtr1	2014	1	1	STARS		
6026	61	020	192	002001	020-4	00401	Qtr1	2014	2	2	Fine Arts		
6026	61	020	192	002001	020-12	01201	Qtr1	2014	3	3	Eng Lang Arts 12		
6026	61	020	192	002005	020-67	06701	Qtr1	2014	4	4	U.S. Government		
6026	61	020	192	002008	020-100	10001	Qtr1	2014	5	5	Personal Finance		
6026	61	020	1057	002003	020-1	00103	Qtr1	2014	1	1	STARS		
6026	61	020	1057	002001	020-4	00401	Qtr1	2014	2	2	Fine Arts		
6026	61	020	1057	002001	020-12	01201	Qtr1	2014	3	3	Eng Lang Arts 12		
6026	61	020	1057	002005	020-67	06701	Qtr1	2014	4	4	U.S. Government		
